Associated with;Overall file decorastors;Cycl. Number;Cycl. Density;Halstead Bugs;Halstead Difficulty;Halstead Effort;Halstead Length;Halstead Time;Halstead Vocabulary;Halstead Volume;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;LOC Physical;LOC Logical;Method Name;Method Max Depth;Method Number Nested Methods;Method Parameter Names;Associated Class Name;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\set-zoom\set-zoom.component.spec.ts;0;1,0;12,5;0,019;1,929;108,912;17,0;6,051;10,0;56,473;7,0;9,0;fixture,beforeEach,component,ComponentFixture,SetZoomComponent,it,"should create";3,0;8,0;(),function=>,let;18,0;8,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\set-zoom\set-zoom.component.spec.ts;0;1,0;25,0;0,013;2,5;99,658;12,0;5,537;10,0;39,863;5,0;5,0;TestBed,configureTestingModule,SetZoomComponent,compileComponents,declarations;5,0;7,0;(),{},[],:,.;6,0;4,0;<anon method-2>;0;0;;Not class;
SetZoomComponent;1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;2,0;0,0;constructor;0;0;;SetZoomComponent;
SetZoomComponent;1;1,0;100,0;0,008;1,5;34,897;9,0;1,939;6,0;23,265;3,0;3,0;zoomValue,zoomEmitter,emit;3,0;6,0;(),this,.;3,0;1,0;setZoomFromDefaultToPoint;0;0;;SetZoomComponent;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\set-zoom-position\set-zoom-position.component.spec.ts;0;1,0;12,5;0,019;1,929;108,912;17,0;6,051;10,0;56,473;7,0;9,0;fixture,beforeEach,component,SetZoomPositionComponent,ComponentFixture,it,"should create";3,0;8,0;(),function=>,let;18,0;8,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\set-zoom-position\set-zoom-position.component.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,component,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-4>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\set-zoom-position\set-zoom-position.component.spec.ts;0;1,0;25,0;0,013;2,5;99,658;12,0;5,537;10,0;39,863;5,0;5,0;TestBed,SetZoomPositionComponent,configureTestingModule,compileComponents,declarations;5,0;7,0;(),{},[],:,.;6,0;4,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\set-zoom-position\set-zoom-position.component.spec.ts;0;1,0;25,0;0,018;1,929;102,505;16,0;5,695;10,0;53,151;7,0;9,0;fixture,TestBed,SetZoomPositionComponent,component,detectChanges,componentInstance,createComponent;3,0;7,0;(),=,.;5,0;4,0;<anon method-3>;0;0;;Not class;
SetZoomPositionComponent;1;1,0;50,0;0,009;1,5;42,11;10,0;2,339;7,0;28,074;4,0;4,0;centerY,centerX,x,y;3,0;6,0;this,=,.;4,0;2,0;setCenterXAndY;0;0;x,y;SetZoomPositionComponent;
SetZoomPositionComponent;1;1,0;33,333;0,015;3,125;138,684;14,0;7,705;9,0;44,379;4,0;5,0;initForComponent,puzzleManagerService,zoomManagerService,getZoomManagerService;5,0;9,0;(),const,this,=,.;4,0;3,0;constructor;0;0;puzzleManagerService;SetZoomPositionComponent;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\zoom-management.component.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,component,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-4>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\zoom-management.component.spec.ts;0;1,0;25,0;0,013;2,5;99,658;12,0;5,537;10,0;39,863;5,0;5,0;TestBed,ZoomManagementComponent,configureTestingModule,compileComponents,declarations;5,0;7,0;(),{},[],:,.;6,0;4,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\zoom-management.component.spec.ts;0;1,0;25,0;0,018;1,929;102,505;16,0;5,695;10,0;53,151;7,0;9,0;fixture,TestBed,component,detectChanges,ZoomManagementComponent,componentInstance,createComponent;3,0;7,0;(),=,.;5,0;4,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\zoom-management.component.spec.ts;0;1,0;12,5;0,019;1,929;108,912;17,0;6,051;10,0;56,473;7,0;9,0;fixture,beforeEach,component,ZoomManagementComponent,ComponentFixture,it,"should create";3,0;8,0;(),function=>,let;18,0;8,0;<anon method-1>;0;0;;Not class;
ZoomManagementComponent;11;1,0;50,0;0,004;1,0;11,61;5,0;0,645;5,0;11,61;3,0;3,0;result,setCenterY,zoomManagementComp;2,0;2,0;(),.;1,0;2,0;<anon method-4>;0;0;result;ZoomManagementComponent;
ZoomManagementComponent;11;2,0;25,0;0,047;6,346;902,003;31,0;50,111;24,0;142,134;13,0;15,0;console,log,wholeBlockMethod,componentRef,domLocation,"true",zoomHTML,instantiateZoomCoordinatesComponentAndEvents,null,"zoomCoordinates",DecoratorTypesService,positionAfterHeading,"Zoom coordinates instantiation failed. Zoom HTML is null.";11,0;16,0;(),!==,{},const,else,function,this,:,if,=,.;12,0;8,0;addZoomCoordinates;0;0;zoomHTML;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;33,333;0,018;3,0;159,453;16,0;8,858;10,0;53,151;5,0;6,0;puzzleManagerService,resetZoom,puzzleBoard,getPuzzleBoard,zoomManagerService;5,0;10,0;(),const,this,=,.;4,0;3,0;applyZoomReset;0;0;;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;50,0;0,009;1,5;42,11;10,0;2,339;7,0;28,074;4,0;4,0;centerY,centerX,x,y;3,0;6,0;this,=,.;4,0;2,0;setCenterXAndY;0;0;x,y;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;33,333;0,03;3,375;308,396;24,0;17,133;14,0;91,377;8,0;9,0;zoomToPoint,puzzleManagerService,centerY,puzzleBoard,getPuzzleBoard,zoomManagerService,125,centerX;6,0;15,0;(),const,- (prefix),this,=,.;4,0;3,0;applyZoomIn;0;0;;ZoomManagementComponent;
ZoomManagementComponent;11;2,0;14,286;0,074;7,714;1709,906;49,0;94,995;23,0;221,655;14,0;24,0;$event,forEach,wholeBlockMethod,document,"true",Array,"zoom-content",zoomContentDiv,DecoratorTypesService,checked,zoomContents,getElementsByClassName,from,"zoom";9,0;25,0;(),{},const,else,function=>,:,if,=,.;11,0;14,0;toggleZoom;0;0;$event;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;33,333;0,015;2,5;112,5;15,0;6,25;8,0;45,0;4,0;5,0;initForComponent,puzzleManagerService,zoomManagerService,getZoomManagerService;4,0;10,0;(),this,=,.;6,0;3,0;constructor;0;0;puzzleManagerService,componentFactoryService;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;12,5;0,063;5,25;986,913;41,0;54,829;24,0;187,983;16,0;21,0;zoomCoordinatesRef,instance,subscribe,wholeBlockMethod,componentFactoryService,"true",undefined,result,zoomHTML,SetZoomPositionComponent,"zoomCoordinates",DecoratorTypesService,positionAfterHeading,centerXEmitter,createComponent,centerYEmitter;8,0;20,0;(),{},const,this,function=>,:,=,.;6,0;8,0;instantiateZoomCoordinatesComponentAndEvents;0;0;zoomHTML,zoomManagementComp,positionAfterHeading;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;33,333;0,031;2,813;260,187;25,0;14,455;13,0;92,511;8,0;9,0;puzzleManagerService,centerY,zoomValue,puzzleBoard,getPuzzleBoard,zoomManagerService,centerX,zoomToPointWithZoom;5,0;16,0;(),const,this,=,.;4,0;3,0;setZoom;0;0;;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;50,0;0,009;3,333;93,578;10,0;5,199;7,0;28,074;3,0;5,0;console,zoomValue,log;4,0;5,0;(),this,=,.;4,0;2,0;setZoomValue;0;0;zoomValue;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;16,667;0,047;4,267;598,316;31,0;33,24;23,0;140,23;15,0;16,0;instance,subscribe,"zoomValue",wholeBlockMethod,componentFactoryService,SetZoomComponent,"true",zoomValueRef,undefined,result,zoomHTML,zoomEmitter,DecoratorTypesService,positionAfterHeading,createComponent;8,0;15,0;(),{},const,this,function=>,:,=,.;5,0;6,0;instantiateZoomValueComponentAndEvents;0;0;zoomHTML,zoomManagementComp,positionAfterHeading;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;100,0;0,004;1,5;17,414;5,0;0,967;5,0;11,61;2,0;2,0;centerY,y;3,0;3,0;this,=,.;3,0;1,0;setCenterY;0;0;y;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;100,0;0,003;1,5;15,0;5,0;0,833;4,0;10,0;1,0;1,0;getComponentElement;3,0;4,0;(),this,.;3,0;1,0;ngAfterViewInit;0;0;;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;50,0;0,004;1,0;11,61;5,0;0,645;5,0;11,61;3,0;3,0;result,setCenterX,zoomManagementComp;2,0;2,0;(),.;1,0;2,0;<anon method-3>;0;0;result;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;50,0;0,006;1,0;18,095;7,0;1,005;6,0;18,095;4,0;4,0;zoomContentDiv,"hide-zoom-content",classList,remove;2,0;3,0;(),.;1,0;2,0;<anon method-7>;0;0;zoomContentDiv;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;50,0;0,006;1,0;18,095;7,0;1,005;6,0;18,095;4,0;4,0;add,zoomContentDiv,"hide-zoom-content",classList;2,0;3,0;(),.;1,0;2,0;<anon method-6>;0;0;zoomContentDiv;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;50,0;0,018;1,125;59,795;16,0;3,322;10,0;53,151;8,0;9,0;1,item,children,componentRef,location,domLocation,insertBefore,nativeElement;2,0;7,0;(),.;3,0;2,0;<anon method-1>;0;0;domLocation,componentRef;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;7,692;0,081;6,0;1454,996;51,0;80,833;27,0;242,499;18,0;24,0;item,"---------------------------","zoomValue",Element,document,"true","zoom-management-part",0,zoomHTML,"zoomCoordinates",EXPRESSION_START31,EXPRESSION_START30,"EXPRESSION_END",addZoomValue,getElementsByClassName,EXPRESSION_END31,addZoomCoordinates,EXPRESSION_END30;9,0;27,0;(),{},const,var,this,:,=,.,return;11,0;13,0;getComponentElement;0;0;self;ZoomManagementComponent;
ZoomManagementComponent;11;2,0;25,0;0,047;6,346;902,003;31,0;50,111;24,0;142,134;13,0;15,0;console,log,"zoomValue",wholeBlockMethod,componentRef,domLocation,"true",zoomHTML,null,DecoratorTypesService,positionAfterHeading,instantiateZoomValueComponentAndEvents,"Zoom coordinates instantiation failed. Zoom HTML is null.";11,0;16,0;(),!==,{},const,else,function,this,:,if,=,.;12,0;8,0;addZoomValue;0;0;zoomHTML;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;33,333;0,03;3,375;308,396;24,0;17,133;14,0;91,377;8,0;9,0;zoomToPoint,puzzleManagerService,centerY,puzzleBoard,getPuzzleBoard,zoomManagerService,125,centerX;6,0;15,0;+ (prefix),(),const,this,=,.;4,0;3,0;applyZoomOut;0;0;;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;50,0;0,018;1,125;59,795;16,0;3,322;10,0;53,151;8,0;9,0;1,item,children,componentRef,location,domLocation,insertBefore,nativeElement;2,0;7,0;(),.;3,0;2,0;<anon method-5>;0;0;domLocation,componentRef;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;25,0;0,037;2,778;306,704;29,0;17,039;14,0;110,413;9,0;10,0;applyZoomReset,puzzleManagerService,centerY,zoomValue,puzzleBoard,getPuzzleBoard,zoomManagerService,centerX,zoomToPointWithZoom;5,0;19,0;(),const,this,=,.;5,0;4,0;setZoomFromDefaultToPoint;0;0;;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;100,0;0,004;1,5;17,414;5,0;0,967;5,0;11,61;2,0;2,0;centerX,x;3,0;3,0;this,=,.;3,0;1,0;setCenterX;0;0;x;ZoomManagementComponent;
ZoomManagementComponent;11;1,0;50,0;0,004;1,0;11,61;5,0;0,645;5,0;11,61;3,0;3,0;result,setZoomValue,zoomManagementComp;2,0;2,0;(),.;1,0;2,0;<anon method-2>;0;0;result;ZoomManagementComponent;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\puzzle-builder-routing.module.ts;1;1,0;25,0;0,016;2,667;124,019;14,0;6,89;10,0;46,507;6,0;8,0;"component",componentPathInModule,"path",componentRef,model,Route;4,0;6,0;{},:,=,.;4,0;4,0;<anon method-1>;0;0;model;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\dynamicInstantiation\component-factory.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,ComponentFactoryService,service,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\dynamicInstantiation\component-factory.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\dynamicInstantiation\component-factory.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,ComponentFactoryService,service,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
ComponentFactoryService;1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;2,0;0,0;constructor;0;0;cfr,defaultInjector,appRef;ComponentFactoryService;
ComponentFactoryService;1;4,0;26,667;0,133;10,083;4034,181;78,0;224,121;35,0;400,084;24,0;44,0;componentPortal,componentType,logicalLocation,HTMLElement,document,componentRef,domLocation,body,ViewContainerRef,cfr,undefined,bodyPortalHost,DomPortalHost,ComponentPortal,T,defaultInjector,positioningFunction,appRef,location,attach,ComponentRef,injector,element,nativeElement;11,0;34,0;||,new,(),else,this,let,=,if,.,return,instanceof;33,0;15,0;createComponent;0;0;componentType,location,injector,positioningFunction;ComponentFactoryService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\game-configuration.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\game-configuration.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,service,GameConfigurationService,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\game-configuration.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,service,GameConfigurationService,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
GameConfigurationService;10;3,0;11,538;0,208;10,5;6537,989;117,0;363,222;40,0;622,666;28,0;49,0;"puzzleAlgorithmType",ELSE53,"---------------------------",puzzleQuatro2,applyToMe,ELSE54,"~~~~~~~~~~~~~~~~~~~~~~~~~","ELSE","name",EXPRESSION_START54,EXPRESSION_START53,"EXPRESSION_END",puzzleQuatroAlter11,availableAlgorithms,shufflePuzzlesService,store,push,puzzleQuatro,null,"jigsaw2","jigsaw","instance",PuzzleGeneratorQuadroService,drawBordersService,"['JIGSAW', 'JIGSAW2']",puzzleQuatro2Alter12,EXPRESSION_END54,EXPRESSION_END53;12,0;68,0;new,(),{},var,this,:,let,!=,=,if,.,return;23,0;26,0;constructor;0;0;drawBordersService,store,shufflePuzzlesService;GameConfigurationService;
GameConfigurationService;10;1,0;100,0;0,004;1,5;17,414;5,0;0,967;5,0;11,61;2,0;2,0;availableAlgorithms,AlgorithmMap;3,0;3,0;this,return,.;3,0;1,0;getAlgorithms;0;0;;GameConfigurationService;
GameConfigurationService;10;1,0;100,0;0,002;1,0;4,755;3,0;0,264;3,0;4,755;1,0;1,0;GameConfigurationService;2,0;2,0;this,return;3,0;1,0;applyToMe;0;0;;GameConfigurationService;
GameConfigurationService;10;1,0;100,0;0,004;1,5;17,414;5,0;0,967;5,0;11,61;2,0;2,0;algorithms,availableAlgorithms;3,0;3,0;this,=,.;3,0;1,0;setAlgorithms;0;0;algorithms;GameConfigurationService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\oldServices\old-puzzle.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,service,OldPuzzleService,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\oldServices\old-puzzle.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\oldServices\old-puzzle.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,service,OldPuzzleService,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
OldPuzzleService;1;1,0;50,0;0,009;1,5;40,5;9,0;2,25;8,0;27,0;5,0;5,0;img,fabric,fromURL,Image,"/assets/test1.jpg";3,0;4,0;(),function=>,.;9,0;2,0;createNativeFabricImage;0;0;fabricCanvas;OldPuzzleService;
OldPuzzleService;1;3,0;15,0;0,196;10,706;6303,478;106,0;350,193;47,0;588,786;34,0;56,0;imageData,log,undefined,points,fabricCanvas,context,756,"2d",connections,height,getImageData,console,canvas,drawBordersAndInsertToBoard,Connection,fill,560,0,hole,"Error: undefined canvas",100,200,null,polygon,400,innerCircles,500,width,x,drawBordersService,y,900,getContext,20;13,0;50,0;&&,(),!==,{},[],const,this,,,.,else,:,=,if;25,0;20,0;processImageHTMLCanvas;0;0;canvas,width,height,fabricCanvas;OldPuzzleService;
OldPuzzleService;1;5,0;125,0;0,072;9,227;2000,806;52,0;111,156;18,0;216,836;11,0;29,0;add,scaleX,scaleY,img,2,fabricCanvas,width,processImage,renderAll,undefined,height;7,0;23,0;&&,!==,(),this,*,if,.;7,0;4,0;<anon method-1>;0;0;img;OldPuzzleService;
OldPuzzleService;1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;1,0;0,0;constructor;0;0;drawBordersService;OldPuzzleService;
OldPuzzleService;1;2,0;10,0;0,182;10,6;5773,015;101,0;320,723;42,0;544,624;30,0;53,0;imageData,log,undefined,points,fabricCanvas,context,756,connections,height,getImageData,console,drawBordersAndInsertToBoard,Connection,560,0,hole,"Error: undefined canvas",100,200,polygon,400,innerCircles,500,width,x,drawBordersService,y,900,getContext,20;12,0;48,0;!==,(),{},[],const,else,this,:,,,if,=,.;25,0;20,0;processImage;0;0;width,height,fabricCanvas;OldPuzzleService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleControllers\bring-to-back.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleControllers\bring-to-back.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,service,BringToBackService,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleControllers\bring-to-back.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,service,BringToBackService,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
BringToBackService;1;1,0;50,0;0,004;1,0;11,61;5,0;0,645;5,0;11,61;3,0;3,0;puzzle,boardCanvas,sendToBack;2,0;2,0;(),.;1,0;2,0;<anon method-2>;0;0;puzzle;BringToBackService;
