Associated with;Overall file decorastors;Cycl. Number;Cycl. Density;Halstead Bugs;Halstead Difficulty;Halstead Effort;Halstead Length;Halstead Time;Halstead Vocabulary;Halstead Volume;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;LOC Physical;LOC Logical;Method Name;Method Max Depth;Method Number Nested Methods;Method Parameter Names;Associated Class Name;
DrawAdjacentPointsService;1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;1,0;0,0;constructor;0;0;;DrawAdjacentPointsService;
DrawAdjacentPointsService;1;4,0;22,222;0,257;21,9;16899,783;145,0;938,877;40,0;771,68;25,0;73,0;adjustedY,adjustedX,distance,data,imageData,adjustedSavedImageX,adjustedSavedImageY,Math,positionX,positionY,bufferedWidth,255,sqrt,radius,index,1,2,3,4,rowLength,x,y,savedImageData,indexSavedImage,pixelWidth;15,0;72,0;(),[],const,- (prefix),for,*,+,.,continue,let,++ (postfix),<,=,if,>;22,0;18,0;pasteInnerCircle;0;0;imageData,savedImageData,positionX,positionY,bufferedWidth,radius;DrawAdjacentPointsService;
DrawAdjacentPointsService;1;4,0;20,0;0,23;19,327;13357,304;129,0;742,072;41,0;691,124;26,0;67,0;adjustedY,adjustedX,data,distance,createImageData,Math,putImageData,red,sqrt,alpha,radius,image,green,ctx,index,0,1,2,3,rowLength,4,blue,x,y,pixelWidth,20;15,0;62,0;(),[],const,- (prefix),for,*,+,.,continue,let,++ (postfix),<,=,if,>;25,0;20,0;drawCircle;0;0;ctx,red,green,blue,alpha;DrawAdjacentPointsService;
DrawAdjacentPointsService;1;6,0;24,0;0,358;33,346;35827,122;198,0;1990,396;43,0;1074,4;26,0;102,0;next,middleY,saved,imageData,middleX,Math,points,bufferedWidth,pasteInnerCircle,smallY,smallX,radius,connections,length,Connection,i,ceil,fill,0,1,2,abs,polygon,innerCircles,x,y;17,0;96,0;(),[],const,for,this,+,-,.,/,else,let,++ (postfix),<,=,if,===,>;31,0;25,0;redrawInnerCircles;0;0;imageData,polygon,bufferedWidth,radius;DrawAdjacentPointsService;
DrawAdjacentPointsService;1;7,0;25,0;0,396;32,828;38984,919;215,0;2165,829;46,0;1187,566;29,0;112,0;next,middleY,imageData,middleX,Math,points,bufferedWidth,context,smallY,smallX,radius,connections,length,Connection,i,ceil,drawInnerCircle,fill,push,0,hole,1,2,abs,polygon,innerCircles,x,saveInnerCircle,y;17,0;103,0;(),[],const,for,this,+,-,.,/,else,let,++ (postfix),<,=,if,===,>;33,0;28,0;createConnections;0;0;imageData,context,polygon,bufferedWidth,radius;DrawAdjacentPointsService;
DrawAdjacentPointsService;1;4,0;28,571;0,2;22,125;13277,79;117,0;737,655;35,0;600,126;20,0;59,0;adjustedY,adjustedX,distance,data,imageData,index,Math,positionX,positionY,0,bufferedWidth,1,2,3,4,sqrt,x,y,pixelWidth,radius;15,0;58,0;(),[],const,- (prefix),for,*,+,.,continue,let,++ (postfix),<,=,if,>;18,0;14,0;drawInnerCircle;0;0;imageData,positionX,positionY,bufferedWidth,radius;DrawAdjacentPointsService;
DrawAdjacentPointsService;1;4,0;19,048;0,293;23,429;20592,976;161,0;1144,054;44,0;878,968;28,0;82,0;adjustedY,adjustedX,distance,data,createImageData,imageData,adjustedSavedImageX,adjustedSavedImageY,Math,positionX,positionY,bufferedWidth,255,sqrt,ImageData,context,radius,image,index,1,2,3,4,rowLength,x,y,indexSavedImage,pixelWidth;16,0;79,0;(),[],const,- (prefix),for,*,+,.,continue,let,++ (postfix),<,=,if,>,return;24,0;21,0;saveInnerCircle;0;0;imageData,context,positionX,positionY,bufferedWidth,radius;DrawAdjacentPointsService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\image-size-manager.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\image-size-manager.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,service,ImageSizeManagerService,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\image-size-manager.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,service,ImageSizeManagerService,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
ImageSizeManagerService;1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;1,0;0,0;constructor;0;0;;ImageSizeManagerService;
ImageSizeManagerService;1;4,0;16,667;0,126;23,65;8933,534;86,0;496,307;21,0;377,739;10,0;43,0;obtainedNewHeight,width,x,y,aspectRatio,Point,obtainedWidth,obtainedNewWidth,height,obtainedHeight;11,0;43,0;{},const,else,*,:,<,if,=,>,return,/;22,0;24,0;getSizeAccordingAspectRatio;0;0;width,height,aspectRatio;ImageSizeManagerService;
ImageSizeManagerService;1;2,0;16,667;0,058;13,125;2298,671;42,0;127,704;18,0;175,137;8,0;21,0;width,x,y,aspectRatio,Point,obtainedWidth,height,obtainedHeight;10,0;21,0;{},const,else,:,*,<,if,=,return,/;12,0;12,0;getLargestSide;0;0;width,height,aspectRatio;ImageSizeManagerService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\manage-puzzle.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\manage-puzzle.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",ManageGraphicsService,beforeEach,service,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\manage-puzzle.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,ManageGraphicsService,configureTestingModule,service,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
ManageGraphicsService;1;10,0;38,462;0,252;16,81;12690,54;140,0;705,03;42,0;754,924;29,0;75,0;maxRadius,log,"Error: circle not have radius, cant create animation!",previousIterationRadius,"radius",renderAll,remove,undefined,calcCoords,top,repeat,"top",previousIterationTop,radius,75,previousIterationLeft,console,set,"Error: one of previous iteration values for animation is undefined!",setCoords,0,100,setTimeout,3,left,5,boardCanvas,circle,"left";13,0;65,0;&&,!==,(),+,-,.,else,function=>,<,if,===,>,return;33,0;26,0;animateFlow;0;0;circle,boardCanvas,maxRadius,repeat,previousIterationRadius,previousIterationTop,previousIterationLeft;ManageGraphicsService;
ManageGraphicsService;1;2,0;33,333;0,042;4,0;500,082;32,0;27,782;15,0;125,02;10,0;16,0;putCreatedImage,removeFromStore,putCreatedImageWithoutRotation,enablePuzzleRotation,boardCanvasHeight,puzzle,discardActiveObject,boardCanvas,id,boardCanvasWidth;5,0;16,0;(),else,this,if,.;10,0;6,0;addPuzzleToBoard;0;0;puzzle,boardCanvas,boardCanvasWidth,boardCanvasHeight;ManageGraphicsService;
ManageGraphicsService;1;1,0;33,333;0,013;2,5;99,658;12,0;5,537;10,0;39,863;5,0;5,0;dispatch,store,returnPuzzle,id,puzzleId;5,0;7,0;(),{},this,:,.;3,0;3,0;removeFromStore;0;0;puzzleId;ManageGraphicsService;
ManageGraphicsService;1;3,0;30,0;0,133;8,217;3286,957;80,0;182,609;32,0;400,0;23,0;42,0;add,image,puzzleData,removeScalingOptions,bringToFront,disableControlsService,puzzleControllerManagerService,scaleToHeight,imageCanvasHeight,undefined,boardCanvasHeight,puzzle,width,scaleToWidth,boardCanvas,setForResize,registerControllers,setActiveObject,imageCanvasWidth,boardCanvasWidth,ExtendedPuzzle,group,height;9,0;38,0;&&,!==,(),this,*,if,=,.,/;13,0;10,0;<anon method-2>;0;0;image;ManageGraphicsService;
ManageGraphicsService;1;1,0;50,0;0,009;1,2;33,688;10,0;1,872;7,0;28,074;5,0;6,0;boardPuzzle,boardCanvasHeight,previousCanvasHeight,previousCanvasWidth,boardCanvasWidth;2,0;4,0;=,.;4,0;2,0;setForResize;0;0;boardPuzzle,boardCanvasWidth,boardCanvasHeight;ManageGraphicsService;
ManageGraphicsService;1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;2,0;0,0;constructor;0;0;store,puzzleControllerManagerService,disableControlsService;ManageGraphicsService;
ManageGraphicsService;1;1,0;50,0;0,04;3,542;419,816;29,0;23,323;17,0;118,536;12,0;17,0;puzzleData,2,top,5,left,animateFlow,width,boardCanvas,circle,radius,boardCanvasWidth,imageCanvasWidth;5,0;12,0;(),this,*,.,/;2,0;2,0;<anon method-4>;0;0;;ManageGraphicsService;
ManageGraphicsService;1;1,0;50,0;0,016;2,0;96,211;13,0;5,345;13,0;48,106;9,0;9,0;1,maxRadius,repeat,previousIterationRadius,animateFlow,boardCanvas,previousIterationTop,circle,previousIterationLeft;4,0;4,0;(),this,-,.;1,0;2,0;<anon method-6>;0;0;;ManageGraphicsService;
ManageGraphicsService;1;1,0;50,0;0,012;1,5;52,304;11,0;2,906;9,0;34,869;6,0;6,0;img,fabric,fromURL,puzzle,Image,puzzleImageSrc;3,0;5,0;(),function=>,.;15,0;2,0;putCreatedImageWithoutRotation;0;0;puzzle,boardCanvas,boardCanvasWidth,boardCanvasHeight;ManageGraphicsService;
ManageGraphicsService;1;1,0;11,111;0,044;5,0;658,848;30,0;36,603;21,0;131,77;14,0;20,0;strokeWidth,Circle,color,"red",selectable,fill,stroke,3,top,left,fabric,width,circle,radius;7,0;10,0;new,{},const,:,=,.,return;12,0;9,0;createCircle;0;0;left,top,width,color,selectable;ManageGraphicsService;
ManageGraphicsService;1;1,0;12,5;0,071;5,882;1256,573;46,0;69,81;25,0;213,617;17,0;25,0;Group,image,img,puzzleData,set,25,toDataURL,"angle",Image,rotateAngle,top,left,puzzle,fabric,fromURL,ExtendedPuzzle,group;8,0;21,0;(),new,[],{},const,function=>,=,.;20,0;8,0;<anon method-1>;0;0;img;ManageGraphicsService;
ManageGraphicsService;1;1,0;100,0;0,004;1,5;17,414;5,0;0,967;5,0;11,61;2,0;2,0;puzzleAreaOnBoardService,setPuzzleAreaOnBoardService;3,0;3,0;this,=,.;3,0;1,0;setPuzzleAreaOnBoardService;0;0;setPuzzleAreaOnBoardService;ManageGraphicsService;
ManageGraphicsService;1;1,0;33,333;0,011;2,5;82,5;11,0;4,583;8,0;33,0;4,0;5,0;dispatch,puzzle,store,addPuzzle;4,0;6,0;(),{},this,.;3,0;3,0;addToStore;0;0;puzzle;ManageGraphicsService;
ManageGraphicsService;1;2,0;22,222;0,114;9,714;3332,183;68,0;185,121;33,0;343,019;21,0;34,0;add,puzzleData,puzzleOnBoard,26,getTopLeftPoint,createCircle,topLeftPoint,imageCanvasHeight,100,boardCanvasHeight,setTimeout,puzzleAreaOnBoardService,positionLeftOnImage,x,y,positionTopOnImage,boardCanvas,circle,ExtendedPuzzle,boardCanvasWidth,imageCanvasWidth;12,0;34,0;||,(),{},const,this,function=>,:,*,+,=,.,/;10,0;9,0;animatePuzzleLocationOnBoard;0;0;puzzleOnBoard,boardCanvas;ManageGraphicsService;
ManageGraphicsService;1;1,0;50,0;0,012;1,5;52,304;11,0;2,906;9,0;34,869;6,0;6,0;img,fabric,fromURL,puzzle,Image,puzzleImageSrc;3,0;5,0;(),function=>,.;22,0;2,0;putCreatedImage;0;0;puzzle,boardCanvas,boardCanvasWidth,boardCanvasHeight;ManageGraphicsService;
ManageGraphicsService;1;1,0;33,333;0,019;1,929;108,912;17,0;6,051;10,0;56,473;7,0;9,0;puzzleData,puzzleOnBoard,addToStore,discardActiveObject,boardCanvas,ExtendedPuzzle,remove;3,0;8,0;(),this,.;5,0;3,0;removeFromBoard;0;0;puzzleOnBoard,boardCanvas;ManageGraphicsService;
ManageGraphicsService;1;1,0;50,0;0,013;1,5;57,081;11,0;3,171;11,0;38,054;8,0;8,0;maxRadius,repeat,previousIterationRadius,animateFlow,boardCanvas,previousIterationTop,circle,previousIterationLeft;3,0;3,0;(),this,.;1,0;2,0;<anon method-5>;0;0;;ManageGraphicsService;
ManageGraphicsService;1;1,0;50,0;0,007;1,5;31,02;8,0;1,723;6,0;20,68;3,0;3,0;returnPuzzles,dispatch,store;3,0;5,0;(),this,.;3,0;2,0;removeAllFromStore;0;0;;ManageGraphicsService;
ManageGraphicsService;1;1,0;9,091;0,128;5,25;2009,372;78,0;111,632;30,0;382,737;24,0;42,0;add,img,puzzleData,removeScalingOptions,bringToFront,25,disableControlsService,puzzleControllerManagerService,scaleToHeight,imageCanvasHeight,boardCanvasHeight,top,left,puzzle,width,scaleToWidth,boardCanvas,setForResize,registerControllers,setActiveObject,ExtendedPuzzle,imageCanvasWidth,boardCanvasWidth,height;6,0;36,0;(),this,*,=,.,/;13,0;11,0;<anon method-3>;0;0;img;ManageGraphicsService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzle-manager.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,service,PuzzleManagerService,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzle-manager.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzle-manager.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,service,PuzzleManagerService,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
PuzzleManagerService;5;1,0;100,0;0,005;1,0;15,51;6,0;0,862;6,0;15,51;4,0;4,0;puzzleBoard,fabric,Canvas,PuzzleManagerService;2,0;2,0;return,.;1,0;1,0;getPuzzleBoard;0;0;;PuzzleManagerService;
PuzzleManagerService;5;1,0;25,0;0,027;2,222;180,91;22,0;10,051;13,0;81,41;9,0;10,0;puzzleImagePath,randomAngle,sanitizer,PuzzleManagerService,clean,bypassSecurityTrustResourceUrl,createHTMLCanvasImage,templatePreviewImage,nativeCanvasId;4,0;12,0;(),this,=,.;6,0;4,0;startGame;0;0;puzzleImagePath,nativeCanvasId,randomAngle;PuzzleManagerService;
PuzzleManagerService;5;1,0;50,0;0,016;1,5;71,323;15,0;3,962;9,0;47,549;6,0;6,0;ManageGraphicsService,puzzleBoard,removeAllFromStore,PuzzleManagerService,cleanBoardAll,setPuzzleAreaOnBoardService;3,0;9,0;(),this,.;4,0;2,0;clean;0;0;;PuzzleManagerService;
PuzzleManagerService;5;1,0;12,5;0,045;3,692;501,909;32,0;27,884;19,0;135,934;13,0;16,0;getElementById,puzzleImagePath,canvas,src,document,baseImage,Image,nativeCanvasId,onload,context,HTMLCanvasElement,getContext,"2d";6,0;16,0;(),new,const,function=>,=,.;16,0;8,0;createHTMLCanvasImage;0;0;puzzleImagePath,nativeCanvasId,randomAngle;PuzzleManagerService;
PuzzleManagerService;5;2,0;33,333;0,052;7,2;1123,2;39,0;62,4;16,0;156,0;10,0;24,0;0,drawImage,canvas,startGameInitializationFunction,null,randomAngle,context,baseImage,width,height;6,0;15,0;!==,(),this,if,=,.;10,0;6,0;<anon method-1>;0;0;;PuzzleManagerService;
PuzzleManagerService;5;1,0;100,0;0,003;1,5;12,0;4,0;0,667;4,0;8,0;1,0;1,0;baseImageAspectRatio;3,0;3,0;this,return,.;1,0;1,0;getActualImageAspectRatio;0;0;;PuzzleManagerService;
PuzzleManagerService;5;4,0;36,364;0,226;11,667;7901,004;130,0;438,945;37,0;677,229;27,0;63,0;log,baseImageAspectRatio,baseImage,getSizeAccordingAspectRatio,getPlayableHeight,undefined,puzzleBoard,divideToPuzzle,radius,resizeHandlerService,height,setPuzzleAreaOnBoardService,"puzzleBoardWrapper",console,imageSizeManagerService,canvas,registerResizeHandler,drawBoard,PuzzleManagerService,interBoardSize,randomAngle,"Error: board canvas not exists or its size is not included!",puzzleGeneratorQuadroService,width,x,y,getPlayableWidth;10,0;67,0;&&,(),!==,const,else,this,=,if,.,/;13,0;11,0;startGameInitializationFunction;0;0;baseImage,canvas,randomAngle;PuzzleManagerService;
PuzzleManagerService;5;2,0;28,571;0,048;4,923;713,583;33,0;39,643;21,0;144,946;13,0;16,0;"puzzleBoardWrapper",getElementById,console,log,puzzleBoardWrapperDiv,document,offsetWidth,null,"Error: canvas wrapper element not found - cant initialize canvas!",offsetHeight,HTMLDivElement,createCanvas,startGame;8,0;17,0;(),!==,const,else,this,=,if,.;10,0;7,0;initialize;0;0;;PuzzleManagerService;
PuzzleManagerService;5;1,0;100,0;0,007;2,25;47,019;9,0;2,612;5,0;20,897;2,0;3,0;ManageGraphicsService,setPuzzleAreaOnBoardService;3,0;6,0;(),this,.;3,0;1,0;constructor;0;0;puzzleGeneratorQuadroService,ManageGraphicsService,setPuzzleAreaOnBoardService,imageSizeManagerService,sanitizer,manipulationHandlerService,resizeHandlerService,zoomManagerService,disableControlsService;PuzzleManagerService;
PuzzleManagerService;5;1,0;100,0;0,003;3,0;30,0;5,0;1,667;4,0;10,0;1,0;2,0;ManageGraphicsService;3,0;3,0;this,return,.;1,0;1,0;getManageGraphicsService;0;0;;PuzzleManagerService;
PuzzleManagerService;5;1,0;10,0;0,091;6,889;1878,087;58,0;104,338;26,0;272,626;18,0;31,0;zoomManagerService,removeScalingOptionsForGroups,setZoom,Canvas,fabricCanvasId,registerZoomOnMouseWheel,disableControlsService,PuzzleManagerService,preserveObjectStacking,registerCanvasOnManipulationEvents,1,puzzleBoard,selection,fabric,true,width,manipulationHandlerService,height;8,0;27,0;new,(),{},this,:,=,.,return;14,0;10,0;createCanvas;0;0;width,height,fabricCanvasId;PuzzleManagerService;
PuzzleManagerService;5;3,0;30,0;0,101;8,056;2439,733;63,0;135,541;28,0;302,863;18,0;29,0;console,imageSizeManagerService,log,baseImageAspectRatio,PuzzleManagerService,Point,getSizeAccordingAspectRatio,getPlayableHeight,undefined,0,"Error: board width and height are undefined. Cant insert puzzle!",puzzleBoard,width,x,y,getPlayableWidth,height,setPuzzleAreaOnBoardService;10,0;34,0;&&,!==,(),{},else,this,:,if,.,return;9,0;10,0;getSizeAccordingAspectRatio;0;0;;PuzzleManagerService;
PuzzleManagerService;5;3,0;37,5;0,117;7,65;2675,776;72,0;148,654;29,0;349,775;20,0;34,0;console,imageSizeManagerService,log,baseImageAspectRatio,PuzzleManagerService,getSizeAccordingAspectRatio,getPlayableHeight,interBoardSize,undefined,ManageGraphicsService,addPuzzleToBoard,"Error: board width and height are undefined. Cant insert puzzle!",puzzleBoard,puzzle,width,x,y,getPlayableWidth,height,setPuzzleAreaOnBoardService;9,0;38,0;&&,!==,(),const,else,this,if,=,.;9,0;8,0;addPuzzleToBoard;0;0;puzzle;PuzzleManagerService;
PuzzleManagerService;5;1,0;100,0;0,004;1,5;17,414;5,0;0,967;5,0;11,61;2,0;2,0;zoomManagerService,ZoomManagerService;3,0;3,0;this,return,.;1,0;1,0;getZoomManagerService;0;0;;PuzzleManagerService;
PuzzleManagerService;5;1,0;100,0;0,004;1,0;11,61;5,0;0,645;5,0;11,61;3,0;3,0;SafeResourceUrl,PuzzleManagerService,templatePreviewImage;2,0;2,0;return,.;3,0;1,0;getTemplatePreviewImage;0;0;;PuzzleManagerService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm1\draw-borders.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,service,it,DrawBordersService;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm1\draw-borders.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm1\draw-borders.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,service,DrawBordersService,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
DrawBordersService;1;2,0;15,385;0,178;9,31;4983,722;102,0;276,873;38,0;535,289;29,0;60,0;imageData,redrawInnerCircles,drawAdjacentPointService,createHTMLCanvas,boardCanvasHeight,createConnections,scans,processId,positionLeftOnImage,context,drawPolygonFromScans,radius,"2d",boardCanvasWidth,imageCanvasWidth,height,polygonScan,imageCanvasHeight,0,2,Puzzle,null,polygon,randomAngle,prepareImage,width,positionTopOnImage,newCanvas,getContext;9,0;42,0;(),!==,const,this,*,=,if,.,return;17,0;13,0;drawBordersAndSave;0;0;processId,imageData,polygon,radius,positionLeftOnImage,positionTopOnImage,boardCanvasWidth,boardCanvasHeight,imageCanvasWidth,imageCanvasHeight,randomAngle;DrawBordersService;
DrawBordersService;1;1,0;20,0;0,025;4,286;322,647;21,0;17,925;12,0;75,284;7,0;12,0;"canvas",document,width,createElement,newCanvas,HTMLCanvasElement,height;5,0;9,0;(),const,=,.,return;6,0;5,0;createHTMLCanvas;0;0;width,height;DrawBordersService;
DrawBordersService;1;7,0;13,208;0,486;38,789;56593,919;247,0;3144,107;60,0;1459,002;38,0;134,0;maxY,maxX,numberVertices,Math,points,setBoundary,min,dx,top,dy,scans,get,leftOffset,has,height,set,temporaryVector,max,ScanLineService,rightOffset,bottom,gradient,length,i,ceil,vector1,vector2,0,1,endY,minY,polygon,minX,width,x,y,startY,Map;22,0;113,0;new,(),<=,[],const,for,*,+,-,.,/,else,continue,! (prefix),let,++ (postfix),<,=,if,===,>,return;51,0;53,0;polygonScan;0;0;polygon,width,height,leftOffset,rightOffset;DrawBordersService;
DrawBordersService;1;6,0;33,333;0,153;16,25;7459,398;91,0;414,411;33,0;459,04;20,0;50,0;xBufferStart,imageData,bottom,isValid,scan,xBufferEnd,fillOutside,yBuffer,right,undefined,0,1,null,top,4,scans,left,get,width,y;13,0;41,0;&&,!==,<=,(),this,*,+,while,.,else,let,if,=;23,0;18,0;drawPolygonFromScans;0;0;scans,imageData,top,bottom,width;DrawBordersService;
DrawBordersService;1;5,0;27,778;0,229;17,68;12154,62;131,0;675,257;38,0;687,479;25,0;68,0;rotate,imageData,save,resultCanvasHeight,resultCanvasWidth,context2,putImageData,translate,rotateAngle,createHTMLCanvas,90,context,newCanvas2,"2d",height,restore,180,degreesToRadians,0,drawImage,2,null,width,newCanvas,getContext;13,0;63,0;&&,(),!==,const,:?,%,- (prefix),this,.,/,=,===,if;16,0;18,0;rotateImageAsImageData;0;0;imageData,rotateAngle;DrawBordersService;
DrawBordersService;1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;1,0;0,0;constructor;0;0;drawAdjacentPointService,disableControlsService;DrawBordersService;
DrawBordersService;1;3,0;30,0;0,207;25,667;15973,846;144,0;887,436;20,0;622,358;12,0;77,0;0,1,bufferedWidth,2,3,xBufferStart,4,data,imageData,i,xBufferEnd,yBuffer;8,0;67,0;+=,[],for,let,+,<,=,.;14,0;10,0;fillOutside;0;0;imageData,yBuffer,xBufferStart,xBufferEnd,bufferedWidth;DrawBordersService;
DrawBordersService;1;1,0;100,0;0,008;2,0;48,0;8,0;2,667;8,0;24,0;4,0;4,0;PI,180,Math,degrees;4,0;4,0;*,return,.,/;1,0;1,0;degreesToRadians;0;0;degrees;DrawBordersService;
DrawBordersService;1;2,0;18,182;0,16;8,8;4217,113;95,0;234,284;33,0;479,217;25,0;55,0;imageData,redrawInnerCircles,drawAdjacentPointService,createHTMLCanvas,boardCanvasHeight,createConnections,scans,context,drawPolygonFromScans,radius,"2d",boardCanvasWidth,imageCanvasWidth,height,canvas,polygonScan,imageCanvasHeight,0,putCreatedImage,2,null,polygon,width,newCanvas,getContext;8,0;40,0;(),!==,const,this,*,=,if,.;16,0;11,0;drawBordersAndInsertToBoard;0;0;canvas,imageData,polygon,radius,boardCanvasWidth,boardCanvasHeight,imageCanvasWidth,imageCanvasHeight;DrawBordersService;
DrawBordersService;1;1,0;14,286;0,043;3,643;472,325;30,0;26,24;20,0;129,658;14,0;17,0;img,imageData,toDataURL,Image,putImageData,0,createHTMLCanvas,fabric,fromURL,width,newCanvas,getContext,"2d",height;6,0;13,0;(),const,this,function=>,=,.;13,0;7,0;putCreatedImage;0;0;imageData,width,height,canvas,boardCanvasWidth,boardCanvasHeight,imageCanvasWidth,imageCanvasHeight;DrawBordersService;
DrawBordersService;1;3,0;11,538;0,134;11,111;4463,229;76,0;247,957;39,0;401,691;27,0;50,0;imageData,toDataURL,putImageData,puzzleImageSrc,rotateAngle,createHTMLCanvas,boardCanvasHeight,positionLeftOnImage,randomNumber,context,id,"2d",boardCanvasWidth,imageCanvasWidth,height,RandomUtilsService,360,imageCanvasHeight,0,Puzzle,randomAngle,null,width,positionTopOnImage,positionIndex,newCanvas,getContext;12,0;26,0;(),!==,{},const,else,this,let,:,if,=,.,return;28,0;26,0;prepareImage;0;0;id,imageData,width,height,positionLeftOnImage,positionTopOnImage,boardCanvasWidth,boardCanvasHeight,imageCanvasWidth,imageCanvasHeight,randomAngle;DrawBordersService;
DrawBordersService;1;1,0;14,286;0,066;4,235;842,979;44,0;46,832;23,0;199,037;17,0;24,0;add,img,removeScalingOptions,canvas,bringToFront,disableControlsService,scaleToHeight,imageCanvasHeight,0,boardCanvasHeight,top,left,width,scaleToWidth,imageCanvasWidth,boardCanvasWidth,height;6,0;20,0;(),this,*,=,.,/;9,0;7,0;<anon method-1>;0;0;img;DrawBordersService;
DrawBordersService;1;2,0;40,0;0,085;10,667;2719,933;59,0;151,107;20,0;254,994;12,0;32,0;0,1,2,255,3,xBufferStart,4,data,imageData,i,xBufferEnd,yBuffer;8,0;27,0;+=,[],for,let,+,<,=,.;8,0;5,0;fillInside;0;0;imageData,yBuffer,xBufferStart,xBufferEnd;DrawBordersService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm1\puzzle-generator-quadro.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
